position,name,fdpts,salary,team,matchup,score,mins,line,date,cleanname,location
SG,"Thompson, Klay^",33,7200.0,gsw,@ bos,106-101,38,20pt 5rb 2as 1st 1bl 2trey 9-23fg 0-0ft,2015-03-01,Klay Thompson,Away
SG,"Barton, Will",32,4200.0,den,v nor,92-99,27,16pt 10rb 2st 7-14fg 2-3ft,2015-03-01,Will Barton,Home
SG,"Smith, J.R.^",32,5400.0,cle,@ hou,103-105,51,8pt 10rb 4as 4st 2to 1trey 3-13fg 1-2ft,2015-03-01,J Smith.R.,Away
SG,"Oladipo, Victor^",31.9,6900.0,orl,v cha,83-98,38,21pt 2rb 5as 1st 1to 1trey 7-14fg 6-8ft,2015-03-01,Victor Oladipo,Home
PG,"Miller, Andre",30.4,3700.0,sac,v por,99-110,26,12pt 2rb 10as 2st 3to 6-7fg 0-0ft,2015-03-01,Andre Miller,Home
SG,"Ellington, Wayne^",30.2,5200.0,lal,v okc,101-108,35,12pt 6rb 6as 1st 1trey 5-15fg 1-3ft,2015-03-01,Wayne Ellington,Home
SG,"Turner, Evan^",29.8,6e3,bos,v gsw,101-106,28,10pt 9rb 6as 1st 2to 4-12fg 2-2ft,2015-03-01,Evan Turner,Home
SG,"Stuckey, Rodney",29,5200.0,ind,v phi,94-74,32,12pt 5rb 4as 3st 1bl 3to 1trey 4-13fg 3-3ft,2015-03-01,Rodney Stuckey,Home
PG,"Thomas, Isaiah",28.9,6400.0,bos,v gsw,101-106,29,20pt 2rb 5as 1to 3trey 8-21fg 1-1ft,2015-03-01,Isaiah Thomas,Home
SG,"Matthews, Wes^",27.3,6400.0,por,@ sac,110-99,33,17pt 4rb 1as 1st 1bl 3trey 6-8fg 2-2ft,2015-03-01,Wes Matthews,Away
PG,"Smart, Marcus^",27.2,4900.0,bos,v gsw,101-106,36,10pt 6rb 4as 2st 2trey 4-11fg 0-0ft,2015-03-01,Marcus Smart,Home
PG,"Lawson, Ty^",23.7,7900.0,den,v nor,92-99,27,5pt 1rb 11as 2st 3to 2-6fg 1-2ft,2015-03-01,Ty Lawson,Home
SG,"Gordon, Eric^",23.4,6300.0,nor,@ den,99-92,32,18pt 2rb 2as 1st 2to 3trey 6-14fg 3-5ft,2015-03-01,Eric Gordon,Away
SG,"Redick, J.J.^",22.6,4500.0,lac,@ chi,96-86,38,12pt 8rb 1st 1to 2trey 5-14fg 0-0ft,2015-03-01,J Redick.J.,Away
PG,"Beverley, Patrick^",22.5,4800.0,hou,v cle,105-103,35,12pt 5rb 5as 3to 3trey 4-7fg 1-2ft,2015-03-01,Patrick Beverley,Home
PG,"McCallum, Ray^",21.9,4100.0,sac,v por,99-110,25,12pt 2rb 5as 5-13fg 2-2ft,2015-03-01,Ray McCallum,Home
SG,"Snell, Tony",21.4,3700.0,chi,v lac,86-96,33,13pt 7rb 2as 3to 3trey 3-7fg 4-4ft,2015-03-01,Tony Snell,Home
PG,"Smith, Ishmael",21.3,3500.0,phi,@ ind,74-94,25,11pt 4rb 5as 2to 1trey 5-13fg 0-0ft,2015-03-01,Ishmael Smith,Away
PG,"Clarkson, Jordan^",20.4,5400.0,lal,v okc,101-108,34,12pt 2rb 4as 1bl 2to 2trey 5-14fg 0-0ft,2015-03-01,Jordan Clarkson,Home
SG,"Foye, Randy^",20,3500.0,den,v nor,92-99,30,19pt 2st 3to 5trey 7-13fg 0-0ft,2015-03-01,Randy Foye,Home
SG,"Crawford, Jamal",19,5700.0,lac,@ chi,96-86,34,16pt 1st 1bl 1to 1trey 6-18fg 3-4ft,2015-03-01,Jamal Crawford,Away
SG,"Bradley, Avery^",18.8,5700.0,bos,v gsw,101-106,34,12pt 4rb 2as 1to 5-17fg 2-3ft,2015-03-01,Avery Bradley,Home
SG,"McLemore, Ben^",17.9,4300.0,sac,v por,99-110,24,12pt 2rb 1as 2st 2to 2trey 4-12fg 2-2ft,2015-03-01,Ben McLemore,Home
PG,"Brooks, Aaron^",17.7,4500.0,chi,v lac,86-96,31,14pt 1rb 3as 2to 2trey 5-17fg 2-2ft,2015-03-01,Aaron Brooks,Home
PG,"Watson, C.J.",17.5,4200.0,ind,v phi,94-74,17,8pt 5rb 3as 1to 2-6fg 4-4ft,2015-03-01,C Watson.J.,Home
SG,"Waiters, Dion",17.1,4400.0,okc,@ lal,108-101,28,9pt 3rb 3as 4-13fg 1-4ft,2015-03-01,Dion Waiters,Away
SG,"Richardson, Jason^",16.6,4100.0,phi,@ ind,74-94,26,10pt 3rb 2st 1to 1trey 4-12fg 1-2ft,2015-03-01,Jason Richardson,Away
SG,"Green, Willie",15.9,3700.0,orl,v cha,83-98,32,11pt 2rb 3as 2to 1trey 4-13fg 2-2ft,2015-03-01,Willie Green,Home
PG,"Canaan, Isaiah^",14.9,4300.0,phi,@ ind,74-94,22,5pt 2rb 1as 2st 1bl 1trey 2-8fg 0-0ft,2015-03-01,Isaiah Canaan,Away
PG,"Cole, Norris",14.7,3900.0,nor,@ den,99-92,26,10pt 1rb 3as 1st 3to 4-9fg 2-3ft,2015-03-01,Norris Cole,Away
PG,"Dellavedova, Matthew^",14.6,3800.0,cle,@ hou,103-105,42,3pt 3rb 4as 2st 2to 1trey 1-4fg 0-0ft,2015-03-01,Matthew Dellavedova,Away
SG,"Butler, Jimmy^",14.4,9e3,chi,v lac,86-96,22,10pt 2rb 2as 1to 2trey 3-9fg 2-2ft,2015-03-01,Jimmy Butler,Home
SG,"Roberson, Andre^",14.1,3500.0,okc,@ lal,108-101,18,8pt 3rb 1as 1st 1to 2trey 3-6fg 0-0ft,2015-03-01,Andre Roberson,Away
PG,"Nelson, Jameer",12.7,3600.0,den,v nor,92-99,21,6pt 1rb 3as 1st 1to 3-7fg 0-0ft,2015-03-01,Jameer Nelson,Home
PG,"Livingston, Shaun",11.2,3700.0,gsw,@ bos,106-101,20,7pt 1rb 2as 1bl 2to 2-5fg 3-3ft,2015-03-01,Shaun Livingston,Away
SG,"Rivers, Austin",9.1,3500.0,lac,@ chi,96-86,14,2pt 3rb 1as 1st 1-6fg 0-0ft,2015-03-01,Austin Rivers,Away
SG,"Morrow, Anthony",7.7,3700.0,okc,@ lal,108-101,21,5pt 1rb 1as 1trey 2-8fg 0-0ft,2015-03-01,Anthony Morrow,Away
SG,"Stephenson, Lance",7.4,4700.0,cha,@ orl,98-83,20,6pt 2rb 1st 3to 2-7fg 2-2ft,2015-03-01,Lance Stephenson,Away
SG,"Shumpert, Iman",6.9,4e3,cle,@ hou,103-105,24,1pt 2rb 3as 1to 0-4fg 1-2ft,2015-03-01,Iman Shumpert,Away
PG,"Ridnour, Luke",6.5,3500.0,orl,v cha,83-98,8,0pt 3as 1st 0-4fg 0-0ft,2015-03-01,Luke Ridnour,Home
PG,"Blake, Steve",5.4,3500.0,por,@ sac,110-99,12,3pt 2rb 2as 1st 5to 1trey 1-2fg 0-0ft,2015-03-01,Steve Blake,Away
SG,"Afflalo, Arron",4.9,5e3,por,@ sac,110-99,27,3pt 2rb 1as 1st 4to 1trey 1-4fg 0-0ft,2015-03-01,Arron Afflalo,Away
SG,"Terry, Jason",4.5,3600.0,hou,v cle,105-103,14,3pt 1as 1trey 1-3fg 0-0ft,2015-03-01,Jason Terry,Home
PG,"Hinrich, Kirk",4.4,3900.0,chi,v lac,86-96,25,0pt 2rb 2st 2to 0-7fg 0-0ft,2015-03-01,Kirk Hinrich,Home
PG,"Fredette, Jimmer",4.2,3500.0,nor,@ den,99-92,11,4pt 1rb 1to 1-2fg 2-2ft,2015-03-01,Jimmer Fredette,Away
SG,"Harris, Gary",4.2,3500.0,den,v nor,92-99,16,2pt 1rb 1st 1to 1-2fg 0-0ft,2015-03-01,Gary Harris,Home
PG,"Roberts, Brian",3.1,4700.0,cha,@ orl,98-83,17,0pt 3rb 1as 2to 0-1fg 0-0ft,2015-03-01,Brian Roberts,Away
PG,"Prigioni, Pablo",2.9,3500.0,hou,v cle,105-103,6,0pt 2rb 1as 1to 0-1fg 0-0ft,2015-03-01,Pablo Prigioni,Home
SG,"Gordon, Ben",2.2,3500.0,orl,v cha,83-98,12,4pt 1rb 3to 2-5fg 0-0ft,2015-03-01,Ben Gordon,Home
PG,"Payton, Elfrid^",1.7,5700.0,orl,v cha,83-98,13,0pt 1rb 1as 1to 0-4fg 0-0ft,2015-03-01,Elfrid Payton,Home
SG,"Barbosa, Leandro",0,3500.0,gsw,@ bos,106-101,5,0pt 0-2fg 0-0ft,2015-03-01,Leandro Barbosa,Away
PG,"Moore, E'Twaun",0,3500.0,chi,v lac,86-96,0,0pt 0-0fg 0-0ft,2015-03-01,E Moore'Twaun,Home
SF,"James, LeBron^",60.6,10900.0,cle,@ hou,103-105,42,37pt 8rb 4as 3st 3bl 4to 4trey 15-35fg 3-11ft,2015-03-01,LeBron James,Away
PF,"Ibaka, Serge^",45.8,7300.0,okc,@ lal,108-101,35,18pt 14rb 2as 1st 3bl 6-17fg 6-7ft,2015-03-01,Serge Ibaka,Away
PF,"Aldridge, LaMarcus^",45,9500.0,por,@ sac,110-99,39,26pt 15rb 2as 2to 9-25fg 8-9ft,2015-03-01,LaMarcus Aldridge,Away
PF,"Thompson, Tristan",42.3,4900.0,cle,@ hou,103-105,37,14pt 19rb 1as 2st 1bl 2to 5-9fg 4-4ft,2015-03-01,Tristan Thompson,Away
PF,"Mirotic, Nikola",39.8,3800.0,chi,v lac,86-96,31,29pt 9rb 1bl 2to 2trey 11-23fg 5-8ft,2015-03-01,Nikola Mirotic,Home
SF,"Green, Draymond^",38.2,7300.0,gsw,@ bos,106-101,44,14pt 11rb 4as 3bl 1to 2trey 4-13fg 4-6ft,2015-03-01,Draymond Green,Away
SF,"Gay, Rudy^",33.1,7600.0,sac,v por,99-110,38,24pt 8rb 1as 2to 1trey 10-22fg 3-4ft,2015-03-01,Rudy Gay,Home
SF,"Crowder, Jae",32.4,4600.0,bos,v gsw,101-106,27,9pt 17rb 2as 1bl 2to 1trey 4-17fg 0-0ft,2015-03-01,Jae Crowder,Home
PF,"Love, Kevin^",31.7,8200.0,cle,@ hou,103-105,35,21pt 6rb 3as 1to 3trey 8-19fg 2-2ft,2015-03-01,Kevin Love,Away
PF,"Scola, Luis",31.2,4300.0,ind,v phi,94-74,19,15pt 6rb 2as 2st 1bl 7-12fg 1-1ft,2015-03-01,Luis Scola,Home
PF,"Noel, Nerlens^",30.9,6800.0,phi,@ ind,74-94,35,10pt 12rb 1as 1st 3bl 3to 2-8fg 6-6ft,2015-03-01,Nerlens Noel,Away
SF,"Harris, Tobias^",30.8,6100.0,orl,v cha,83-98,34,13pt 9rb 2as 2st 1trey 4-13fg 4-6ft,2015-03-01,Tobias Harris,Home
PF,"Bass, Brandon^",29.9,5300.0,bos,v gsw,101-106,32,15pt 12rb 1as 1to 6-12fg 3-4ft,2015-03-01,Brandon Bass,Home
PF,"Zeller, Cody^",29.1,4900.0,cha,@ orl,98-83,25,16pt 8rb 3as 1to 7-10fg 2-2ft,2015-03-01,Cody Zeller,Away
PF,"Gasol, Pau^",28,9700.0,chi,v lac,86-96,33,4pt 15rb 4as 2-13fg 0-0ft,2015-03-01,Pau Gasol,Home
SF,"Kidd-Gilchrist, Michael^",27.6,6e3,cha,@ orl,98-83,39,11pt 13rb 2as 1st 4to 4-8fg 3-4ft,2015-03-01,Kidd-Michael Gilchrist,Away
PF,"Jones, Terrence^",27.4,6500.0,hou,v cle,105-103,44,19pt 7rb 1trey 6-10fg 6-9ft,2015-03-01,Terrence Jones,Home
PF,"Cunningham, Dante^",26.9,4100.0,nor,@ den,99-92,40,14pt 7rb 1as 2st 1bl 3to 7-12fg 0-0ft,2015-03-01,Dante Cunningham,Away
SF,"Gallinari, Danilo^",26.8,5100.0,den,v nor,92-99,32,21pt 4rb 1bl 1to 2trey 7-18fg 5-6ft,2015-03-01,Danilo Gallinari,Home
SF,"Ariza, Trevor^",25.9,5800.0,hou,v cle,105-103,42,4pt 7rb 3as 4st 2bl 3to 1-4fg 2-2ft,2015-03-01,Trevor Ariza,Home
SF,"Barnes, Harrison^",25.6,4400.0,gsw,@ bos,106-101,30,17pt 8rb 1to 3trey 6-14fg 2-2ft,2015-03-01,Harrison Barnes,Away
SF,"Iguodala, Andre",25.3,4700.0,gsw,@ bos,106-101,33,6pt 9rb 3as 1st 1bl 3-4fg 0-0ft,2015-03-01,Andre Iguodala,Away
PF,"Collison, Nick",24.8,3700.0,okc,@ lal,108-101,22,12pt 4rb 2as 1st 2bl 1to 5-10fg 2-2ft,2015-03-01,Nick Collison,Away
SF,"Chandler, Wilson^",23.6,5900.0,den,v nor,92-99,34,14pt 8rb 2trey 6-10fg 0-2ft,2015-03-01,Wilson Chandler,Home
PF,"Motiejunas, Donatas^",22.9,5200.0,hou,v cle,105-103,31,16pt 2rb 1as 1st 1bl 1to 2trey 7-14fg 0-0ft,2015-03-01,Donatas Motiejunas,Home
PF,"West, David^",22.2,6400.0,ind,v phi,94-74,29,8pt 6rb 2as 2bl 3-8fg 2-4ft,2015-03-01,David West,Home
SF,"Lamb, Jeremy",21.1,3500.0,okc,@ lal,108-101,16,14pt 3rb 1as 1st 1bl 2to 2trey 5-8fg 2-2ft,2015-03-01,Jeremy Lamb,Away
SF,"Henderson, Gerald^",21.1,5700.0,cha,@ orl,98-83,34,16pt 3rb 1as 1st 2to 2trey 7-13fg 0-0ft,2015-03-01,Gerald Henderson,Away
PF,"Kelly, Ryan^",21.1,3500.0,lal,v okc,101-108,27,11pt 3rb 3as 1st 2trey 3-8fg 3-5ft,2015-03-01,Ryan Kelly,Home
PF,"Smith, Josh",20.6,6400.0,hou,v cle,105-103,31,10pt 3rb 4as 2st 3to 4-12fg 2-2ft,2015-03-01,Josh Smith,Home
PF,"Robinson, Thomas",20.3,3600.0,phi,@ ind,74-94,25,9pt 9rb 1as 1to 4-11fg 1-3ft,2015-03-01,Thomas Robinson,Away
PF,"Davis, Ed",20.2,6200.0,lal,v okc,101-108,24,10pt 6rb 2bl 1to 5-5fg 0-0ft,2015-03-01,Ed Davis,Home
PF,"Hickson, J.J.",20,3600.0,den,v nor,92-99,16,6pt 10rb 1bl 3-11fg 0-2ft,2015-03-01,J Hickson.J.,Home
SF,"Barnes, Matt^",18.3,4700.0,lac,@ chi,96-86,34,6pt 4rb 1as 4bl 2to 1trey 2-9fg 1-2ft,2015-03-01,Matt Barnes,Away
PF,"Williams, Derrick",18.2,3500.0,sac,v por,99-110,23,18pt 1rb 1to 7-12fg 4-5ft,2015-03-01,Derrick Williams,Home
PF,"Grant, Jerami",17.9,3800.0,phi,@ ind,74-94,18,4pt 7rb 1as 2st 1-5fg 2-2ft,2015-03-01,Jerami Grant,Away
PF,"Nicholson, Andrew",17.8,3500.0,orl,v cha,83-98,17,11pt 4rb 1bl 1trey 5-8fg 0-0ft,2015-03-01,Andrew Nicholson,Home
PF,"Faried, Kenneth^",17.7,6e3,den,v nor,92-99,27,3pt 6rb 3as 1st 1bl 1to 1-6fg 1-2ft,2015-03-01,Kenneth Faried,Home
SF,"Miles, C.J.",16.4,4800.0,ind,v phi,94-74,29,7pt 2rb 2as 2st 1trey 2-10fg 2-3ft,2015-03-01,C Miles.J.,Home
SF,"Johnson, Wesley",16.2,3900.0,lal,v okc,101-108,21,8pt 6rb 1bl 1to 2trey 3-8fg 0-0ft,2015-03-01,Wesley Johnson,Home
PF,"Boozer, Carlos^",15.7,5500.0,lal,v okc,101-108,19,8pt 6rb 1as 1to 4-11fg 0-0ft,2015-03-01,Carlos Boozer,Home
SF,"Batum, Nicolas^",15.3,5800.0,por,@ sac,110-99,31,2pt 4rb 5as 1st 1to 1-6fg 0-0ft,2015-03-01,Nicolas Batum,Away
PF,"Williams, Marvin",14.1,4e3,cha,@ orl,98-83,20,7pt 3rb 1as 1st 1trey 3-6fg 0-0ft,2015-03-01,Marvin Williams,Away
PF,"Landry, Carl^",13.8,3500.0,sac,v por,99-110,16,5pt 4rb 1st 1bl 2-6fg 1-2ft,2015-03-01,Carl Landry,Home
SF,"Covington, Robert^",13.6,6200.0,phi,@ ind,74-94,24,12pt 3rb 2to 2trey 5-11fg 0-0ft,2015-03-01,Robert Covington,Away
SF,"Pondexter, Quincy^",12.4,4100.0,nor,@ den,99-92,34,8pt 2rb 2as 1to 2trey 3-8fg 0-0ft,2015-03-01,Quincy Pondexter,Away
PF,"Thompson, Jason^",12.3,4400.0,sac,v por,99-110,18,2pt 4rb 3as 1st 1to 1-3fg 0-0ft,2015-03-01,Jason Thompson,Home
PF,"Evans, Reggie",12.2,3600.0,sac,v por,99-110,15,3pt 6rb 2as 1to 0-1fg 3-4ft,2015-03-01,Reggie Evans,Home
SF,"Singler, Kyle^",11.9,3500.0,okc,@ lal,108-101,19,8pt 2rb 1as 2trey 3-7fg 0-0ft,2015-03-01,Kyle Singler,Away
PF,"Frye, Channing^",11.4,3600.0,orl,v cha,83-98,18,8pt 2rb 1st 1to 2trey 3-5fg 0-0ft,2015-03-01,Channing Frye,Home
SF,"Harkless, Maurice",11,3500.0,orl,v cha,83-98,16,1pt 5rb 1st 1bl 0-1fg 1-2ft,2015-03-01,Maurice Harkless,Home
SF,"Brewer, Corey",10.9,4300.0,hou,v cle,105-103,19,8pt 2rb 1as 1st 3to 2trey 3-5fg 0-0ft,2015-03-01,Corey Brewer,Home
SF,"Babbitt, Luke",10.9,3700.0,nor,@ den,99-92,17,4pt 2rb 1as 2bl 1to 2-4fg 0-0ft,2015-03-01,Luke Babbitt,Away
SF,"Casspi, Omri",9.7,3500.0,sac,v por,99-110,27,7pt 1rb 1as 1st 2to 2-7fg 3-4ft,2015-03-01,Omri Casspi,Home
PF,"Jerebko, Jonas",9.4,4300.0,bos,v gsw,101-106,12,3pt 2rb 1st 1bl 1trey 1-1fg 0-0ft,2015-03-01,Jonas Jerebko,Home
SF,"Dunleavy, Mike^",9.3,4100.0,chi,v lac,86-96,30,3pt 4rb 1as 1trey 1-3fg 0-0ft,2015-03-01,Mike Dunleavy,Home
SF,"Jones, James",9.2,3500.0,cle,@ hou,103-105,15,9pt 1rb 1to 3trey 3-6fg 0-0ft,2015-03-01,James Jones,Away
PF,"Lee, David",8,5200.0,gsw,@ bos,106-101,8,3pt 5rb 1to 1-4fg 1-2ft,2015-03-01,David Lee,Away
PF,"Sampson, JaKarr",7.6,3500.0,phi,@ ind,74-94,11,2pt 3rb 1bl 1-2fg 0-0ft,2015-03-01,JaKarr Sampson,Away
SF,"Young, James",7.4,3500.0,bos,v gsw,101-106,15,5pt 2rb 1trey 1-5fg 2-4ft,2015-03-01,James Young,Home
SF,"Thompson, Hollis",5.5,3800.0,phi,@ ind,74-94,23,4pt 1as 1st 2to 2-5fg 0-0ft,2015-03-01,Hollis Thompson,Away
SF,"Gee, Alonzo",5,3500.0,por,@ sac,110-99,6,4pt 1st 1to 1trey 1-1fg 1-2ft,2015-03-01,Alonzo Gee,Away
PF,"Davis, Glen",5,3500.0,lac,@ chi,96-86,11,4pt 1bl 1to 2-3fg 0-0ft,2015-03-01,Glen Davis,Away
SF,"Turkoglu, Hedo",5,3500.0,lac,@ chi,96-86,6,5pt 1trey 2-3fg 0-0ft,2015-03-01,Hedo Turkoglu,Away
PF,"Lauvergne, Joffrey",4.6,3500.0,den,v nor,92-99,11,0pt 3rb 1st 1to 0-5fg 0-0ft,2015-03-01,Joffrey Lauvergne,Home
SF,"Hill, Solomon^",4.4,3800.0,ind,v phi,94-74,20,4pt 2rb 2to 2-7fg 0-0ft,2015-03-01,Solomon Hill,Home
SF,"Mbah a Moute, Luc^",3.6,5e3,phi,@ ind,74-94,23,4pt 3rb 4to 2-7fg 0-2ft,2015-03-01,Mbah a Luc Moute,Away
SF,"Holiday, Justin",2.4,3500.0,gsw,@ bos,106-101,6,0pt 2rb 0-2fg 0-0ft,2015-03-01,Justin Holiday,Away
SF,"Rudez, Damjan^",2,3500.0,ind,v phi,94-74,14,3pt 1to 0-1fg 3-3ft,2015-03-01,Damjan Rudez,Home
PF,"McGary, Mitch",1.2,4200.0,okc,@ lal,108-101,10,0pt 1rb 0-3fg 0-0ft,2015-03-01,Mitch McGary,Away
SF,"Miller, Mike",0,3500.0,cle,@ hou,103-105,0,0pt 0-0fg 0-0ft,2015-03-01,Mike Miller,Away
C,"Jordan, DeAndre^",47.2,9700.0,lac,@ chi,96-86,41,9pt 26rb 2st 2bl 1to 2-3fg 5-12ft,2015-03-01,DeAndre Jordan,Away
C,"Hibbert, Roy^",44,5400.0,ind,v phi,94-74,31,14pt 15rb 2st 5bl 2to 5-12fg 4-5ft,2015-03-01,Roy Hibbert,Home
C,"Jefferson, Al^",40.5,8100.0,cha,@ orl,98-83,34,16pt 10rb 3as 1st 3bl 1trey 7-16fg 1-3ft,2015-03-01,Al Jefferson,Away
C,"Kanter, Enes^",38.5,5800.0,okc,@ lal,108-101,29,16pt 15rb 5as 3to 6-10fg 4-6ft,2015-03-01,Enes Kanter,Away
C,"Asik, Omer^",34.7,4900.0,nor,@ den,99-92,25,9pt 16rb 3as 1st 3-5fg 3-5ft,2015-03-01,Omer Asik,Away
C,"Noah, Joakim^",34.2,7100.0,chi,v lac,86-96,35,13pt 11rb 6as 1to 2-8fg 9-14ft,2015-03-01,Joakim Noah,Home
C,"Hawes, Spencer^",33.3,3800.0,lac,@ chi,96-86,23,14pt 9rb 1as 1st 3bl 1to 2trey 6-12fg 0-0ft,2015-03-01,Spencer Hawes,Away
C,"Hill, Jordan",28.4,5900.0,lal,v okc,101-108,29,14pt 12rb 2as 3to 1trey 5-10fg 3-4ft,2015-03-01,Jordan Hill,Home
C,"Zeller, Tyler^",26.7,4900.0,bos,v gsw,101-106,27,17pt 6rb 1as 1bl 1to 7-13fg 3-3ft,2015-03-01,Tyler Zeller,Home
C,"Ajinca, Alexis",25.7,4800.0,nor,@ den,99-92,22,10pt 6rb 3as 1st 1bl 3-6fg 4-4ft,2015-03-01,Alexis Ajinca,Away
C,"Lopez, Robin^",25.6,4900.0,por,@ sac,110-99,30,15pt 8rb 1bl 1to 7-9fg 1-1ft,2015-03-01,Robin Lopez,Away
C,"Bogut, Andrew^",24.5,4900.0,gsw,@ bos,106-101,19,2pt 10rb 3as 1st 2bl 1-6fg 0-0ft,2015-03-01,Andrew Bogut,Away
C,"Vucevic, Nikola^",22.8,8600.0,orl,v cha,83-98,31,10pt 9rb 2as 1bl 3to 4-12fg 2-2ft,2015-03-01,Nikola Vucevic,Home
C,"Dedmon, Dewayne",18.8,3500.0,orl,v cha,83-98,20,4pt 9rb 2st 2-6fg 0-0ft,2015-03-01,Dewayne Dedmon,Home
C,"Sacre, Robert^",15.9,4e3,lal,v okc,101-108,18,6pt 2rb 1as 1st 2bl 3-5fg 0-0ft,2015-03-01,Robert Sacre,Home
C,"Mozgov, Timofey^",14.8,5700.0,cle,@ hou,103-105,18,10pt 4rb 1bl 2to 5-8fg 0-0ft,2015-03-01,Timofey Mozgov,Away
C,"Hollins, Ryan",13.1,3500.0,sac,v por,99-110,28,4pt 3rb 1as 1st 1bl 2-3fg 0-0ft,2015-03-01,Ryan Hollins,Home
C,"Kaman, Chris",11.1,3900.0,por,@ sac,110-99,18,6pt 3rb 1as 3-5fg 0-0ft,2015-03-01,Chris Kaman,Away
C,"Mahinmi, Ian",8.6,3700.0,ind,v phi,94-74,16,6pt 3rb 1to 3-3fg 0-0ft,2015-03-01,Ian Mahinmi,Home
C,"Biyombo, Bismack",6.6,4900.0,cha,@ orl,98-83,14,3pt 3rb 1bl 2to 1-3fg 1-2ft,2015-03-01,Bismack Biyombo,Away
C,"McGee, JaVale",5.2,3500.0,phi,@ ind,74-94,8,3pt 1rb 1bl 1to 1-2fg 1-2ft,2015-03-01,JaVale McGee,Away
C,"Leonard, Meyers",3.2,3500.0,por,@ sac,110-99,8,3pt 1rb 1to 1trey 1-3fg 0-0ft,2015-03-01,Meyers Leonard,Away
C,"Allen, Lavoy",0,3500.0,ind,v phi,94-74,1,0pt 0-0fg 0-0ft,2015-03-01,Lavoy Allen,Home
C,"Freeland, Joel",0,4100.0,por,@ sac,110-99,2,0pt 0-0fg 0-0ft,2015-03-01,Joel Freeland,Away
PG,"Paul, Chris^",56.8,1e4,lac,@ min,110-105,37,26pt 4rb 14as 3st 1to 2trey 12-20fg 0-0ft,2015-03-02,Chris Paul,Away
SG,"DeRozan, DeMar^",55.3,6400.0,tor,@ phi,114-103,38,35pt 9rb 5as 2st 2to 1trey 12-24fg 10-10ft,2015-03-02,DeMar DeRozan,Away
PG,"Rubio, Ricky^",48.9,7500.0,min,v lac,105-110,40,18pt 12rb 11as 1st 2to 1trey 5-11fg 7-9ft,2015-03-02,Ricky Rubio,Home
SG,"Wade, Dwyane^",38.3,7100.0,mia,v pho,115-98,33,16pt 4rb 9as 4st 4to 7-19fg 2-4ft,2015-03-02,Dwyane Wade,Home
PG,"Curry, Stephen^",36.9,1e4,gsw,@ bkn,108-110,29,26pt 2rb 7as 1st 4to 6trey 8-16fg 4-4ft,2015-03-02,Stephen Curry,Away
SG,"Neal, Gary^",36.8,3500.0,min,v lac,105-110,41,19pt 9rb 4as 1st 1to 2trey 6-17fg 5-6ft,2015-03-02,Gary Neal,Home
PG,"Smith, Ishmael",36.5,3500.0,phi,v tor,103-114,27,19pt 5rb 9as 2to 1trey 8-13fg 2-3ft,2015-03-02,Ishmael Smith,Home
SG,"Williams, Louis",34.1,5100.0,tor,@ phi,114-103,30,21pt 3rb 5as 1st 2trey 6-15fg 7-7ft,2015-03-02,Louis Williams,Away
PG,"Johnson, Tyler",33.7,3500.0,mia,v pho,115-98,26,26pt 1rb 1as 4st 3to 3trey 10-13fg 3-3ft,2015-03-02,Tyler Johnson,Home
SG,"Gordon, Eric^",33,6300.0,nor,@ dal,93-102,37,18pt 5rb 4as 1st 1bl 1to 4trey 4-11fg 6-6ft,2015-03-02,Eric Gordon,Away
SG,"Ellis, Monta^",31.2,6700.0,dal,v nor,102-93,33,20pt 6rb 2as 1bl 1to 8-19fg 4-4ft,2015-03-02,Monta Ellis,Home
PG,"Evans, Tyreke^",31.1,8400.0,nor,@ dal,93-102,35,17pt 3rb 7as 1st 2to 1trey 6-14fg 4-4ft,2015-03-02,Tyreke Evans,Away
PG,"Williams, Deron^",30.8,6200.0,bkn,v gsw,110-108,34,22pt 4rb 4as 1st 4to 4trey 8-19fg 2-2ft,2015-03-02,Deron Williams,Home
SG,"Bledsoe, Eric^",30.3,8900.0,pho,@ mia,98-115,34,20pt 4rb 3as 1st 1to 1trey 6-10fg 7-11ft,2015-03-02,Eric Bledsoe,Away
PG,"Dragic, Goran^",28.3,6300.0,mia,v pho,115-98,15,21pt 4rb 1as 1st 1to 2trey 5-9fg 9-9ft,2015-03-02,Goran Dragic,Home
PG,"Cole, Norris",25.7,3900.0,nor,@ dal,93-102,36,19pt 1rb 3as 1bl 1to 2trey 8-12fg 1-2ft,2015-03-02,Norris Cole,Away
PG,"Rondo, Rajon^",25,5400.0,dal,v nor,102-93,32,19pt 5rb 2as 3to 1trey 9-15fg 0-0ft,2015-03-02,Rajon Rondo,Home
PG,"Knight, Brandon^",23.7,7200.0,pho,@ mia,98-115,40,13pt 1rb 7as 1st 1bl 5to 2trey 3-12fg 5-6ft,2015-03-02,Brandon Knight,Away
SG,"Redick, J.J.^",22.5,4500.0,lac,@ min,110-105,44,18pt 5rb 1as 3to 4trey 7-15fg 0-0ft,2015-03-02,J Redick.J.,Away
SG,"Rivers, Austin",22.2,3500.0,lac,@ min,110-105,25,13pt 1rb 4as 1st 1trey 5-9fg 2-4ft,2015-03-02,Austin Rivers,Away
PG,"Vasquez, Greivis^",21.7,4100.0,tor,@ phi,114-103,28,12pt 1rb 5as 1st 1to 2trey 5-8fg 0-0ft,2015-03-02,Greivis Vasquez,Away
